essay_ID,ESSAY,SCORE
200505109630200579,"父母是孩子的第一任老师而也是一辈最重要的老师并给孩子伟大影响。
从出身开始儿童模仿他所看的行为举止，面对生活困难的态度，人论，思想观念等等幼年内孩子当家庭的中心，家庭也当孩子的发展中心，影响不可轻视。按研究所解幼年是某一个人学的快乐年代而是成长时最重大影响的。
当成大时改变所已经成生活习惯、行为举止，思想观念需要特大的勇感和努力。所以父母非重视自己行为思想态度不可。
其实按这个道理孩子也可以当父母最伟大的老师。让他们想到生活中价值时刻，美丽经历总得起来用新眼目看世界，看自己的生活和快乐。另一外方面是孩子到家庭带来乐观，一个新的生活一个奇妙秘密。不管什么看儿童到父母带来无限的希望。影响也不可淡忙。",50.0
199505104540100138,"人活在世界上，首先接触到的父母兄弟姐妹；入学后，就认识了一些朋友，同学和老师.这些人，在以后生活中，经常会回忆起，甚至想念他们.为什么呢？因为这些曾经和自己一起生活、学习或工作过的人，有些是曾经关怀过自己、帮助过自己的，他们都给自己留下过深刻的印象，甚至一定程度的影响。
 而我，在成长过程中曾给我很大影响的，却不是曾经在一起生活、学习或工作过的人，而是一位素未谋面，只是简接地认识的一个人，他就是尼古拉.奥斯特洛夫斯的著名小说《钢铁是怎样炼成的》主人公保尔.阿察金.
 打从中学时代认识他起，他的一生，他的言语和行动都给我在人生征途中起了一定的影响.也许你们也曾听过或读过他那“人最宝贵的是生命，…”那句铿锵有声的名言.他使我懂得人活着的意义和活着的价值.
 在这商品经济大潮冲击下的时代，有的的人却忘了活的真谛，而一味追求物质享受，甚至伤天害理地、不择手段地达到这种目的.
 保尔的一生是献给了人类最壮硕的事业，而渺小的我只要求做到不损人利己，不“衣人之衣，食人之食”，可能的话，用自己学到的本领和知识，为社会群体做些有的事.
 保尔的事我不准备重述书中的描写，谁要了解他，可读一读我上面提到的那本小说.
 我们毕竟是不明不白地来到这人世界，但千万不要糊里糊塗地离开这个世界。
 我怀念保尔，因为他给了许多动力去克服生活、爱情和与人交往时遇到的困难.要象他一样，人，不能只顾自己，不为他人，应该活得有价值——不是商品价值，而是人生的真正价值.",95.0
199605550523290048,"我念这片短文后，首先感覚到的就是，虽然一片故事的内容背景就古代，可是内容的教训是现代也应训接受的。
 这片短文中的一座庙里没有水喝。他们都知道应该到山底下挑水喝，可是三个当中谁也不下山。他们都心中想“也许别人到山底挑水，那么，我不必去。我要等着。”可是结果呢？每个人都这样想。于是，人三个，反而没有水喝了。我念这片短文以后，马上反省我们现代人们的生活态度。在现在的社会中，我常常发现这样没有责任感的事情。人呢，有的时候，自私阿！可是全社会的每个人都自私的话，社会的安定，发展怎么辨？如果每个人只愿意别人做事的话，我们的社会应该乱极了。
比如，每个人不尊守公眾道德，不努力工作，作浪费的态度的话，我们的社会怎么辩？所以每个人小到个人自己的事情，大到社会，国家的所有的事情，应该有责任感。
 念这片短文以后想起来的当中第二就是不能方弃主人意谢，我说的“主人意谢”就是我们的家庭，社会，国家的主人的意谢。如果没有主人意谢的话，就没有责任感。主人意谢就能動的态度，不是被動的态度。主人跟卜人的差别是什么？那就是主人对每个事情有能動地参加。",65.0
200209550523250835,"现代社会是经济发展速度很快而人们观念也很快改变的。所以人们之间很容易生生想法的不同。特别是年青人和他们上一辈之间的。他们俩成长的环境不同，学习的内容不同，社会发展情况不同，所以他们互相了解很难。为了他们互相了解，他们应该知道对方的想法而认定他们的想法不同。他们俩的想法不同不是不对的，而且不能说只是一对方对的，而是双方都是对的。解决这个代沟的问题的关键是认定对方的想法和观念不同。
 年青人认为上一辈子们不是现代，太关心他们，只能让他们做学习，不信他们。可是这是不对的。如果没有一辈子们的努力和智识，也没有现在发展的社会。他们不是跟年青人想的保主义者。年青人应该学老一辈子们的智识而努力。
 老一辈子也应该主意年青人的意见。一般很多老人根据通过很多年以来，知道的智认，让年青人学自己的想法，让他们同意自己的意见。虽然老一辈子比年青人有更多的智识和纪力，但是他们也有不对的。他们应该听一听年青人的说话，而学年青人的新观念。
 两代人互相努力了解的方法时，才得到解决这个问题。",65.0
200405109523201165,"最近我们常常能看到在人口密集的场所不允许抽烟的现象。而且某市政府制定了一项规定，就是在公共场所边走边抽烟的人将被罚款。有的人想这是过分，可是我为了保持市容整洁和个人的健康同意那个政府的规定。
 当然抽烟是个人的自由。可是抽烟给人们的影响并不少，所以绝不能轻视抽烟的问题。我们能把抽烟的问题分类三个部分，健康方面、非抽烟者方面和青少抽烟方面。
 谁都知道抽烟对个人的身体建康有坏处。根据医学发表，多种的病从抽烟出来的。所以抽烟是百害无益。因此人们为了自己健唐对抽烟考虑。还有非抽烟者的问题也重要。他们不抽烟，可是受到很大的恶影响。所以抽烟者都不是只考虑自己的自由，就要考虑别人的生活权利。
 现在青少的抽烟率越来越高。这个现象很危险。青少是我们的希望。不要由抽烟得了不好影响。
 因此控制抽烟场所不是过分的。抽烟对个人健康和公众利益利小弊大。通过启蒙抽烟者我们能造成更好的社会环境。",60.0
200505109525202299,"父母是孩子的第一任老师
 我也认为父母是孩子的第一任老师。任何嬰儿心都是白纸似的清白。天天给他们照顾的父母的存在是很重要的。孩子向父母学习语言，思想，行为等，因此父母的有些不好的习惯不要给孩子看。
 打仗、吵架、骂人、说话跟行为不同、吸烟、喝酒……这种不良的习惯，我不想给孩子看看。他们一定有人格上的不好影响。我父亲会容易生气，就开始大声说话，不过我只有这一点对他不满意，小时候特别难受。如果他的心理有“我是女儿的第一任老师”，他不会随便生气骂人，而且我的心理也会更隐定的。
 我认为没有完全的人，因此没有存在完全符格的父母，每个父母都有小小的毛病。也许父母是通过养孩子学到很多东西。有些父母打死孩子，做坏事，不过我希望他们有时候停止再想“我是孩子的第一任老师”，这一句话。就能冷静下来，知道我该怎么对待孩子。孩子就是父母的镜子，好处坏处都能看得出来的艺术品。 ",70.0
199904123945200041,"我来中国以前，我从来没有单身离开过家，而从小都有父母在身边保护我，帮助我，我离开家里那一天，我妈妈跟我说过一句话，说起来这已经是三年前的事了，但到如今我还记得很清楚。妈妈说：“人生的路很长，不是一步就能走完，在路上会有许许多多的困难和挫折，不要害怕，不要让它们左住你，它们只是人生的考验，要勇敢地面对它们，要信自己，最终你会发现这些挫折会让你长大。”
我很感谢我妈妈对我说这一番话。我离开了家以后才亲身提会到这番话的道理，还有我明白了为什么妈妈要跟我说这些话。我每次遇到挫折时我就会想起妈妈的话，然而就会有勇气面对困难，最后就可以解决问题。
经过许多困难和挫折我也意识到一点，这一点是什么呢？这就是：人生道路上的困难和挫折不是为难我们的东西，它们只是进行它们的业务，它们告诉我们：“路走错了”或“方向错了。”它们告诉我们应该换一下方向了。我们只所以认为它们是挫折是因为我们失望，这不是我们所希望和追求的，所以我们认为是挫折。但是如果我们认真地想一想：如果没有人生中的挫折，人生的道路上会很平静，那么人生还会有什么意义吗？所以每当我遇到挫折时我会想起这一些。真好用。不信？试试吧！",75.0
200307109523100212,"
 我们人类的最大目标就是享受幸福生活。其中，解决吃的问题是基本条件。所以说解决饥饿占要解决问题中首位。吃绿色食品是第二。
 为什么这种饥饿的问题呢？回答说很简单。这不在缺乏食品，合适<流通。再说，在发达国家，吃的东西那么多，这样以来，过于吃，终于许多人胖，甚至发生各种各样的成人病。如果，我们人道主义的观点上，把富赢的食品送非洲或饥饿地区，这是解决饥饿的最好最有效的办法。
 那么，我们不要产生绿色食品”吗？不对！幸福的基本条件中，第一个是健康。虽然有人说：“没有健康，也可能拥有幸福呀。”他说得也有道理，可是有健康，不是更幸福吗?所追着健康生活，也是重要而可贵的。当然，人类都耍吃“绿色食品”。可是现在的情况不可能的。怎么办呀!我认为发达国家反更努力开发新的技术为了什么？就是全世界人类容易吃更好的食品——“绿色食品”，这是我的意见。
 （ ）",65.0
200405204525200240,"现在世界上吸烟的人越来越多。以前在我国日本的吸烟者大都是男人。到现在不仅女人，甚至未成人里也不少的吸烟者。
 世界上常常提到吸烟对个人健康而我们社会有不良的影响，但吸烟者的比重还是高。对吸烟者来说，以吸烟为保持自己的心情稳定，而可以提高自己的力量。对于未成人，吸烟是一种打扮自己。他们虽然知道吸烟对个人身体有多坏，但是还是不能戒烟。世界上提到的吸烟的坏处有很多。首先、给个人健康带来的不良影响。就是举世闻名的癌症，，不能怀孕或生残疾的孩子等等。第二，对社会给不良的影响。就是不仅是对周围的人造成麻烦，而对环境也受到吸烟的害处。现在各个城市为了保护我们自己、地球到处提倡绿化。人们采取造树等地措施来重新考虑自己的地球。反然，吸烟者或多或少造个不好的影响。",60.0
200307109523200381,"
 最近几年去大的超市里都会看到所为的绿色食品在热卖。我想这可能由社会经济的发展现在的人民的意识也从量的问题到质量问题的原因吧。但我个人在商店里看到那些东西的时候一方面有点反感。世界上毕境好多国家的数千万人还在饥饿当中生活。而且我想这点是比个人的建康或狭窄的环境保护更为重视的一点。下面是其两个理由：
 首先，我想人类在地球上共存最重要的思想态度就是和平与平等。地球上的每一个人都有劝利拥有地球上的资源，因此发达国家的资本或者资源也应该为那些饥饿的国家分赏。这样材能所有的人类在地球上快乐地共存。
 第二点，我想强调的是每件事都会有先后.化肥等东西确实对地球环境影响很大,但为了这个每天几十万人都饿死的话,这只能
 （ ）",85.0
200505109922102567,"父母是孩子的第一任老师是非常对的。可是今天的家庭面对一种重要的问题。爸爸妈妈都在外面工作了。那么，每一个作父母应该考虑一个间题：“我的孩子的老师是谁？”要不是他的父母父母怎么能确定孩在学习什么。我发现目前很父母都有一种错的观念。因为一般的父母都很忙，所他们觉得孩子不顺要父母花很多时间教导孩子。他们以为只要所花的间比较制量好的就可以了。我不同意这种观念。我觉得这种观念来自父母找接口而一。他们心里不安，所以用这种观念让父母觉得自己还是一个好的父母。
我觉得教导孩是父母的责任。但是今天越来越多父母不负责这种责任。相反他们把这种责任交给别人。可能是交给小学的老师、家人或朋友。有一些孩子侍在家里没有人来照顾他们。他们所接受教育都来自电视接目。
我觉得必需考虑他们的孩顺要什么。对孩子来说最重要的是父母的时间和教育。",75.0
